team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NJD,2024,NJD,NJD,Team Level,5on5,80,0.51,0.51,0.5,238704.0,1950.39,168.22,125.36,494.32,66.32,1041.19,767.59,161.79,169.74,163.2,1712.0,951.0,1185.0,3848.0,146.0,210.0,22.0,382.0,2.0,816.0,1107.0,1566.0,2517.0,245.0,557.0,1730.0,1757.0,285.0,1088.0,2002.0,477.0,184.0,56.96,59.73,51.53,72.0,45.0,29.0,3883.56,2663.0,2687.33,546.0,26.07,41.0,41.56,152.74,153.99,151.55,1923.44,158.79,121.78,494.01,65.79,1044.0,776.62,153.14,158.84,153.13,1684.0,977.0,1023.0,3684.0,146.0,189.0,19.0,383.0,5.0,791.0,1147.0,1538.0,2515.0,234.0,531.0,1776.0,1622.0,310.0,1055.0,2028.0,484.0,149.0,56.6,60.74,41.46,66.0,60.0,20.0,3654.99,2661.0,2643.64,499.0,25.27,37.07,36.67,147.38,146.87,144.7
NJD,2024,NJD,NJD,Team Level,4on5,80,0.13,0.14,0.16,21719.0,59.68,7.06,3.34,8.43,1.93,18.78,39.46,6.82,7.06,6.82,62.0,17.0,16.0,95.0,6.0,6.0,0.0,4.0,0.0,11.0,52.0,56.0,73.0,5.0,10.0,167.0,53.0,19.0,36.0,48.0,23.0,8.0,1.74,3.02,2.3,3.0,2.0,1.0,95.0,79.0,79.0,29.0,0.75,1.08,1.07,6.75,6.75,6.73,300.33,45.66,28.99,64.16,10.21,170.69,90.3,39.01,45.66,39.01,257.0,153.0,155.0,565.0,36.0,55.0,8.0,37.0,0.0,140.0,142.0,221.0,374.0,9.0,18.0,184.0,23.0,16.0,70.0,285.0,52.0,73.0,7.69,6.59,31.38,9.0,8.0,19.0,565.0,410.0,410.0,3.0,7.61,12.38,12.2,41.08,41.08,36.7
NJD,2024,NJD,NJD,Team Level,5on4,80,0.91,0.89,0.87,19312.0,343.65,54.36,31.69,71.15,11.58,191.17,98.04,49.88,54.36,49.88,325.0,133.0,176.0,634.0,50.0,45.0,8.0,56.0,1.0,172.0,134.0,275.0,408.0,9.0,18.0,191.0,39.0,14.0,82.0,275.0,103.0,80.0,7.88,12.5,33.98,5.0,13.0,32.0,634.0,458.0,458.0,13.0,8.33,11.93,11.93,50.74,50.74,47.57,52.96,5.24,2.72,7.78,1.75,16.1,35.4,5.04,5.24,5.04,57.0,12.0,13.0,82.0,3.0,4.0,0.0,2.0,1.0,10.0,49.0,54.0,66.0,4.0,8.0,159.0,45.0,16.0,41.0,47.0,17.0,5.0,1.47,2.35,1.42,2.0,1.0,0.0,82.0,69.0,69.0,34.0,0.62,0.8,0.8,5.05,5.05,5.02
TBL,2024,TBL,TBL,Team Level,other,80,0.56,0.54,0.55,10147.0,155.35,42.15,11.51,26.01,5.06,81.47,44.81,40.38,42.15,40.38,149.0,62.0,82.0,293.0,44.0,10.0,0.0,25.0,0.0,71.0,61.0,105.0,167.0,4.0,8.0,117.0,23.0,7.0,30.0,100.0,51.0,60.0,3.87,6.48,31.8,5.0,5.0,34.0,293.0,211.0,211.0,10.0,3.33,2.79,2.79,42.69,42.69,41.13,127.46,33.17,8.89,22.53,4.52,65.62,41.27,29.87,33.17,29.87,104.0,72.0,75.0,251.0,27.0,8.0,0.0,13.0,2.0,69.0,57.0,77.0,149.0,2.0,4.0,114.0,29.0,9.0,35.0,84.0,42.0,50.0,3.15,5.45,24.57,3.0,6.0,18.0,251.0,176.0,176.0,12.0,2.55,2.96,2.96,32.76,32.76,30.11
TBL,2024,TBL,TBL,Team Level,all,80,0.53,0.51,0.51,290755.0,2513.92,265.01,174.56,591.92,83.41,1353.66,974.44,254.55,267.5,256.92,2285.0,1158.0,1356.0,4799.0,287.0,237.0,33.0,510.0,4.0,1113.0,1292.0,1998.0,3156.0,251.0,571.0,2338.0,1415.0,334.0,1173.0,2480.0,672.0,291.0,73.04,84.45,107.51,99.0,97.0,91.0,4881.55,3443.0,3486.05,509.0,38.94,50.99,51.27,252.68,254.9,249.43,2426.64,238.54,162.83,596.06,82.34,1300.27,943.96,223.64,236.66,221.92,2266.0,1058.0,1279.0,4603.0,211.0,246.0,20.0,500.0,11.0,991.0,1365.0,2055.0,3113.0,270.0,611.0,2325.0,1949.0,368.0,1169.0,2444.0,616.0,264.0,70.66,75.18,92.7,86.0,72.0,53.0,4531.18,3324.0,3291.31,555.0,35.98,50.76,50.8,223.71,222.31,214.04
TBL,2024,TBL,TBL,Team Level,5on5,80,0.51,0.5,0.5,241251.0,1974.12,171.41,129.19,490.32,65.86,1068.95,791.25,164.76,173.9,167.14,1778.0,939.0,1091.0,3808.0,183.0,183.0,24.0,423.0,4.0,868.0,1056.0,1595.0,2534.0,224.0,514.0,1869.0,1342.0,303.0,1041.0,2033.0,515.0,169.0,59.9,64.56,46.96,82.0,76.0,25.0,3890.55,2717.0,2760.05,470.0,26.88,37.76,37.89,160.41,162.63,159.83,1970.66,164.13,125.44,503.98,66.65,1059.09,784.72,156.59,162.25,154.88,1841.0,863.0,1058.0,3762.0,140.0,193.0,12.0,434.0,7.0,792.0,1138.0,1701.0,2564.0,241.0,547.0,1866.0,1841.0,335.0,1043.0,2054.0,490.0,160.0,59.03,59.26,45.84,74.0,50.0,16.0,3690.18,2704.0,2671.31,508.0,26.05,39.05,39.09,151.08,149.68,147.16
TBL,2024,TBL,TBL,Team Level,4on5,80,0.13,0.16,0.18,18990.0,61.65,5.71,3.5,8.69,1.94,19.75,43.41,5.64,5.71,5.64,66.0,17.0,17.0,100.0,8.0,5.0,1.0,7.0,0.0,13.0,50.0,58.0,75.0,11.0,25.0,178.0,38.0,16.0,37.0,57.0,21.0,5.0,1.82,2.57,1.32,4.0,3.0,1.0,100.0,83.0,83.0,24.0,0.79,0.76,0.76,5.75,5.75,5.71,281.86,37.6,26.16,62.21,9.64,159.68,84.71,33.55,37.6,33.55,265.0,115.0,132.0,512.0,35.0,44.0,7.0,51.0,2.0,126.0,122.0,230.0,345.0,20.0,46.0,164.0,26.0,9.0,59.0,256.0,71.0,53.0,6.86,8.68,22.06,5.0,11.0,19.0,512.0,380.0,380.0,7.0,6.84,8.69,8.69,35.75,35.75,32.68
TBL,2024,TBL,TBL,Team Level,5on4,80,0.93,0.88,0.87,20367.0,322.78,45.73,30.36,66.9,10.55,183.49,94.96,43.76,45.73,43.76,292.0,140.0,166.0,598.0,52.0,39.0,8.0,55.0,0.0,161.0,125.0,240.0,380.0,12.0,24.0,174.0,12.0,8.0,65.0,290.0,85.0,57.0,7.46,10.85,27.42,8.0,13.0,31.0,598.0,432.0,432.0,5.0,7.94,9.69,9.84,43.83,43.83,42.75,46.65,3.65,2.32,7.34,1.53,15.89,33.27,3.62,3.65,3.62,56.0,8.0,14.0,78.0,9.0,1.0,1.0,2.0,0.0,4.0,48.0,47.0,55.0,7.0,14.0,181.0,53.0,15.0,32.0,50.0,13.0,1.0,1.63,1.79,0.23,4.0,5.0,0.0,78.0,64.0,64.0,28.0,0.53,0.07,0.07,4.11,4.11,4.09
BOS,2024,BOS,BOS,Team Level,other,81,0.47,0.52,0.5,10056.0,152.07,34.08,10.56,28.3,5.27,83.29,51.48,31.08,34.08,31.08,132.0,81.0,82.0,295.0,34.0,12.0,3.0,20.0,2.0,70.0,75.0,98.0,179.0,4.0,8.0,127.0,27.0,24.0,26.0,114.0,47.0,52.0,4.45,5.46,24.19,6.0,5.0,23.0,295.0,213.0,213.0,7.0,3.05,4.95,4.95,32.18,32.18,31.01,154.36,38.9,10.77,27.34,5.69,80.81,51.5,36.7,38.9,36.7,145.0,70.0,62.0,277.0,41.0,15.0,3.0,22.0,1.0,72.0,64.0,104.0,174.0,3.0,8.0,130.0,18.0,13.0,29.0,112.0,39.0,64.0,4.49,4.61,29.79,6.0,6.0,29.0,277.0,215.0,215.0,18.0,3.17,4.4,4.4,37.66,37.66,36.15
BOS,2024,BOS,BOS,Team Level,all,81,0.48,0.48,0.48,294747.0,2383.78,234.29,158.6,576.89,80.55,1272.69,929.98,221.92,234.79,222.34,2150.0,1103.0,1309.0,4562.0,218.0,237.0,23.0,439.0,7.0,998.0,1354.0,1932.0,3035.0,302.0,705.0,2393.0,2139.0,434.0,1329.0,2398.0,582.0,273.0,66.77,72.1,95.42,70.0,88.0,60.0,4545.35,3253.0,3251.38,646.0,35.49,52.25,52.25,217.54,217.85,212.47,2550.36,254.81,167.42,620.17,86.78,1376.78,1014.05,244.58,256.46,246.12,2320.0,1200.0,1346.0,4866.0,266.0,249.0,29.0,529.0,9.0,1096.0,1371.0,2054.0,3254.0,297.0,687.0,2238.0,1770.0,430.0,1312.0,2607.0,627.0,286.0,73.84,78.81,102.16,106.0,83.0,77.0,4904.39,3520.0,3548.45,586.0,37.17,52.35,52.43,239.54,240.7,235.61
BOS,2024,BOS,BOS,Team Level,5on5,81,0.48,0.48,0.47,240744.0,1828.84,153.13,114.89,458.95,61.33,978.8,733.89,147.02,153.64,147.43,1639.0,862.0,1072.0,3573.0,150.0,171.0,16.0,355.0,5.0,742.0,1078.0,1489.0,2351.0,271.0,643.0,1845.0,2025.0,369.0,1174.0,1900.0,438.0,163.0,50.89,54.92,47.32,58.0,72.0,20.0,3556.35,2501.0,2499.39,595.0,23.82,36.89,37.17,139.78,140.08,138.03,1996.53,162.73,124.55,513.16,68.0,1093.27,807.29,156.99,164.39,158.53,1796.0,973.0,1127.0,3896.0,163.0,191.0,18.0,429.0,6.0,875.0,1105.0,1633.0,2606.0,272.0,635.0,1733.0,1681.0,372.0,1167.0,2142.0,477.0,150.0,59.52,60.42,42.79,85.0,58.0,20.0,3934.39,2769.0,2797.45,529.0,25.8,39.04,39.05,149.48,150.63,148.32
BOS,2024,BOS,BOS,Team Level,4on5,81,0.09,0.14,0.16,21886.0,58.06,4.53,2.72,9.15,1.91,19.45,41.23,4.42,4.53,4.42,58.0,21.0,12.0,91.0,3.0,3.0,0.0,4.0,0.0,17.0,52.0,55.0,76.0,8.0,16.0,191.0,59.0,20.0,46.0,64.0,10.0,5.0,1.91,1.33,1.29,3.0,0.0,0.0,91.0,79.0,79.0,35.0,0.62,0.72,0.72,4.43,4.43,4.42,305.9,44.05,27.51,65.24,10.1,173.35,91.74,42.23,44.05,42.23,285.0,127.0,146.0,558.0,51.0,36.0,8.0,72.0,1.0,131.0,121.0,234.0,361.0,16.0,32.0,208.0,20.0,19.0,78.0,264.0,88.0,60.0,7.19,10.86,26.01,9.0,16.0,26.0,558.0,412.0,412.0,9.0,7.16,7.16,7.16,44.05,44.05,42.87
BOS,2024,BOS,BOS,Team Level,5on4,81,0.82,0.82,0.79,22061.0,344.81,42.54,30.42,80.5,12.04,191.15,103.36,39.41,42.54,39.41,321.0,139.0,143.0,603.0,31.0,51.0,4.0,60.0,0.0,169.0,149.0,290.0,429.0,19.0,38.0,230.0,28.0,21.0,83.0,320.0,87.0,53.0,9.53,10.39,22.63,3.0,11.0,17.0,603.0,460.0,460.0,9.0,8.01,9.69,9.4,41.15,41.15,39.02,93.57,9.13,4.59,14.41,2.99,29.35,63.52,8.67,9.13,8.67,94.0,30.0,11.0,135.0,11.0,7.0,0.0,6.0,1.0,18.0,81.0,83.0,113.0,6.0,12.0,167.0,51.0,26.0,38.0,89.0,23.0,12.0,2.65,2.91,3.58,6.0,3.0,2.0,135.0,124.0,124.0,30.0,1.05,1.75,1.82,8.36,8.36,8.27
DAL,2024,DAL,DAL,Team Level,other,80,0.51,0.46,0.44,10034.0,108.23,35.05,7.15,18.67,3.61,51.07,32.45,33.29,35.05,33.29,107.0,41.0,74.0,222.0,36.0,11.0,2.0,19.0,1.0,42.0,39.0,71.0,112.0,7.0,14.0,104.0,28.0,15.0,26.0,59.0,34.0,55.0,2.39,4.4,28.27,3.0,5.0,28.0,222.0,148.0,148.0,11.0,2.06,2.85,2.85,34.26,34.26,32.91,139.01,33.34,9.98,23.43,4.72,78.62,39.91,29.05,33.34,29.05,110.0,80.0,68.0,258.0,25.0,13.0,2.0,14.0,2.0,79.0,57.0,85.0,165.0,2.0,4.0,115.0,34.0,24.0,27.0,93.0,50.0,47.0,3.57,6.31,23.47,3.0,7.0,15.0,258.0,190.0,190.0,10.0,2.95,3.77,3.77,32.54,32.54,29.98
DAL,2024,DAL,DAL,Team Level,all,80,0.52,0.5,0.49,290458.0,2480.41,263.84,165.69,603.76,84.87,1314.04,951.8,251.81,265.35,253.27,2267.0,1117.0,1423.0,4807.0,270.0,277.0,34.0,454.0,10.0,1079.0,1294.0,1997.0,3114.0,239.0,512.0,2459.0,1217.0,363.0,1309.0,2361.0,740.0,283.0,70.92,93.95,98.96,82.0,100.0,88.0,4854.69,3384.0,3414.12,617.0,36.89,54.23,54.23,246.49,247.92,241.6,2556.43,246.68,166.67,624.7,85.86,1372.98,998.1,233.96,245.59,232.92,2311.0,1184.0,1238.0,4733.0,211.0,242.0,29.0,512.0,10.0,1100.0,1420.0,2100.0,3284.0,252.0,553.0,2270.0,2049.0,427.0,1229.0,2580.0,633.0,282.0,74.35,76.15,96.19,70.0,71.0,70.0,4685.07,3495.0,3465.28,537.0,36.94,50.7,50.7,232.91,231.76,225.61
DAL,2024,DAL,DAL,Team Level,5on5,80,0.5,0.5,0.48,235936.0,1929.92,172.26,121.66,494.28,66.38,1023.6,757.83,166.4,173.76,167.86,1754.0,882.0,1153.0,3789.0,178.0,214.0,24.0,360.0,6.0,833.0,1045.0,1576.0,2458.0,208.0,448.0,1960.0,1134.0,313.0,1173.0,1917.0,561.0,158.0,58.09,71.35,42.83,74.0,73.0,31.0,3836.69,2636.0,2666.13,563.0,25.28,38.17,38.75,158.79,160.21,157.69,2050.43,172.61,126.81,524.6,68.74,1091.07,819.18,166.28,171.52,165.25,1841.0,962.0,1049.0,3852.0,148.0,194.0,25.0,425.0,8.0,860.0,1168.0,1693.0,2655.0,232.0,511.0,1744.0,1933.0,362.0,1095.0,2124.0,496.0,183.0,61.33,59.47,51.82,57.0,57.0,34.0,3804.07,2803.0,2773.28,494.0,26.3,38.93,39.16,159.76,158.61,156.18
DAL,2024,DAL,DAL,Team Level,4on5,80,0.13,0.14,0.16,20963.0,61.39,5.21,2.78,9.41,1.82,18.94,42.84,5.07,5.21,5.07,69.0,12.0,5.0,86.0,5.0,3.0,1.0,7.0,0.0,14.0,52.0,64.0,76.0,9.0,18.0,170.0,34.0,13.0,40.0,59.0,16.0,6.0,1.65,1.96,1.6,1.0,3.0,1.0,86.0,81.0,81.0,34.0,0.65,0.53,0.53,5.33,5.33,5.22,306.27,35.98,26.94,67.18,10.36,183.04,95.49,33.95,35.98,33.95,288.0,131.0,118.0,537.0,34.0,32.0,2.0,70.0,0.0,150.0,133.0,254.0,385.0,14.0,30.0,211.0,25.0,13.0,71.0,302.0,69.0,48.0,8.05,8.08,19.85,8.0,6.0,20.0,537.0,419.0,419.0,7.0,7.0,7.57,7.57,35.41,35.41,34.3
DAL,2024,DAL,DAL,Team Level,5on4,80,0.92,0.89,0.86,23525.0,380.86,51.32,34.11,81.41,13.05,220.43,118.69,47.05,51.32,47.05,337.0,182.0,191.0,710.0,51.0,49.0,7.0,68.0,3.0,190.0,158.0,286.0,468.0,15.0,32.0,225.0,21.0,22.0,70.0,326.0,129.0,64.0,8.81,16.25,26.26,4.0,19.0,28.0,710.0,519.0,519.0,9.0,8.91,12.68,12.11,48.12,48.12,45.79,60.7,4.74,2.94,9.49,2.05,20.26,43.52,4.67,4.74,4.67,72.0,11.0,3.0,86.0,4.0,3.0,0.0,3.0,0.0,11.0,62.0,68.0,79.0,4.0,8.0,200.0,57.0,28.0,36.0,61.0,18.0,4.0,1.4,2.28,1.05,2.0,1.0,1.0,86.0,83.0,83.0,26.0,0.68,0.44,0.21,5.21,5.21,5.15
BUF,2024,BUF,BUF,Team Level,other,80,0.48,0.5,0.5,14060.0,179.69,42.61,12.65,32.83,5.93,95.25,53.74,38.6,42.61,38.6,154.0,89.0,95.0,338.0,32.0,22.0,4.0,29.0,2.0,90.0,68.0,122.0,211.0,10.0,20.0,131.0,41.0,19.0,32.0,128.0,55.0,60.0,5.07,6.98,30.57,7.0,4.0,21.0,338.0,243.0,243.0,13.0,3.72,7.6,8.09,38.24,38.24,35.53,176.95,46.61,12.23,30.76,5.94,92.72,56.74,41.71,46.61,41.71,155.0,90.0,91.0,336.0,45.0,14.0,3.0,21.0,2.0,92.0,71.0,110.0,200.0,7.0,14.0,195.0,36.0,21.0,33.0,119.0,54.0,72.0,4.82,6.59,35.2,8.0,7.0,30.0,336.0,245.0,245.0,19.0,3.61,4.26,4.26,45.96,45.96,42.13
BUF,2024,BUF,BUF,Team Level,all,80,0.48,0.5,0.49,291127.0,2484.51,247.27,167.15,601.34,82.89,1349.45,965.91,232.98,247.83,233.52,2214.0,1200.0,1312.0,4726.0,260.0,246.0,30.0,462.0,9.0,1041.0,1396.0,1954.0,3154.0,305.0,691.0,2244.0,1709.0,369.0,1167.0,2558.0,584.0,272.0,74.8,72.05,100.42,114.0,78.0,68.0,4726.34,3414.0,3416.24,556.0,37.3,55.47,55.47,229.11,229.53,223.04,2554.62,271.38,172.2,612.95,85.35,1377.91,996.22,256.56,271.11,256.32,2314.0,1202.0,1279.0,4795.0,279.0,273.0,46.0,462.0,15.0,1145.0,1342.0,2035.0,3237.0,298.0,672.0,2453.0,1771.0,422.0,1166.0,2525.0,666.0,325.0,72.99,83.89,114.5,87.0,95.0,97.0,4783.39,3516.0,3515.12,543.0,38.35,57.91,58.62,251.12,250.99,243.33
BUF,2024,BUF,BUF,Team Level,5on5,80,0.47,0.5,0.49,233776.0,1920.9,153.57,124.05,489.37,64.23,1054.1,772.68,148.12,154.14,148.66,1697.0,961.0,1059.0,3717.0,182.0,180.0,21.0,373.0,6.0,789.0,1128.0,1515.0,2476.0,270.0,618.0,1725.0,1565.0,315.0,1039.0,2077.0,437.0,144.0,59.04,54.43,40.1,100.0,60.0,22.0,3717.34,2658.0,2660.24,506.0,25.64,37.35,36.94,142.28,142.7,140.51,1982.74,172.03,127.84,503.81,66.55,1069.48,789.28,165.48,171.76,165.24,1774.0,955.0,1037.0,3766.0,179.0,223.0,36.0,372.0,9.0,879.0,1067.0,1595.0,2550.0,262.0,597.0,1859.0,1654.0,358.0,1043.0,2032.0,517.0,180.0,57.89,65.38,48.76,74.0,70.0,35.0,3754.39,2729.0,2728.12,486.0,26.56,44.0,44.36,154.23,154.1,151.68
BUF,2024,BUF,BUF,Team Level,4on5,80,0.1,0.15,0.16,21747.0,65.82,5.38,3.21,10.58,2.27,20.71,45.84,5.22,5.38,5.22,76.0,12.0,13.0,101.0,8.0,5.0,1.0,1.0,1.0,9.0,64.0,68.0,80.0,10.0,23.0,199.0,85.0,17.0,34.0,65.0,18.0,5.0,1.94,2.26,1.18,2.0,5.0,1.0,101.0,88.0,88.0,30.0,0.75,0.86,0.85,5.28,5.28,5.23,324.6,46.68,28.65,67.58,10.59,193.27,101.25,43.45,46.68,43.45,310.0,138.0,142.0,590.0,50.0,33.0,7.0,63.0,3.0,160.0,139.0,260.0,398.0,22.0,47.0,214.0,20.0,24.0,58.0,303.0,81.0,64.0,8.24,10.04,28.39,4.0,16.0,30.0,590.0,448.0,448.0,11.0,7.38,9.26,9.61,44.45,44.45,43.11
BUF,2024,BUF,BUF,Team Level,5on4,80,0.88,0.85,0.82,21544.0,318.1,45.71,27.22,68.56,10.45,179.4,93.66,41.04,45.71,41.04,287.0,138.0,145.0,570.0,38.0,39.0,4.0,59.0,0.0,153.0,136.0,249.0,387.0,15.0,30.0,189.0,18.0,18.0,62.0,288.0,74.0,63.0,8.74,8.39,28.58,5.0,9.0,24.0,570.0,425.0,425.0,7.0,7.19,9.66,9.58,43.32,43.32,41.76,70.33,6.06,3.48,10.78,2.27,22.44,48.95,5.93,6.06,5.93,75.0,19.0,9.0,103.0,5.0,3.0,0.0,6.0,1.0,14.0,65.0,70.0,89.0,7.0,14.0,185.0,61.0,19.0,32.0,71.0,14.0,9.0,2.03,1.88,2.15,1.0,2.0,2.0,103.0,94.0,94.0,27.0,0.81,0.38,0.38,6.48,6.48,6.41
NYR,2024,NYR,NYR,Team Level,other,80,0.46,0.55,0.52,10230.0,146.12,34.41,10.77,27.1,5.18,80.06,42.48,30.72,34.41,30.72,117.0,83.0,89.0,289.0,24.0,17.0,2.0,17.0,1.0,80.0,61.0,93.0,176.0,5.0,13.0,118.0,22.0,20.0,42.0,100.0,47.0,53.0,3.51,6.01,24.88,4.0,5.0,15.0,289.0,200.0,200.0,14.0,3.15,6.57,6.74,30.82,30.82,28.64,135.54,39.67,8.94,24.73,4.38,65.84,41.45,37.29,39.67,37.29,118.0,67.0,53.0,238.0,34.0,12.0,1.0,14.0,0.0,64.0,61.0,84.0,151.0,7.0,17.0,96.0,20.0,15.0,38.0,79.0,48.0,58.0,3.08,6.08,30.52,4.0,4.0,26.0,238.0,185.0,185.0,16.0,2.61,3.7,3.7,38.58,38.58,36.8
NYR,2024,NYR,NYR,Team Level,all,80,0.48,0.5,0.5,289787.0,2576.65,254.69,171.89,622.98,86.5,1391.71,1010.2,239.86,256.32,241.32,2297.0,1241.0,1304.0,4842.0,246.0,265.0,35.0,472.0,8.0,1118.0,1429.0,2051.0,3292.0,273.0,609.0,2374.0,2012.0,392.0,1214.0,2614.0,636.0,288.0,73.34,79.92,101.44,105.0,75.0,66.0,4866.61,3538.0,3558.56,587.0,38.31,57.28,57.28,235.73,237.09,229.35,2629.05,271.93,177.54,631.78,87.12,1393.88,1010.77,259.23,272.38,259.7,2394.0,1179.0,1305.0,4878.0,252.0,279.0,30.0,416.0,5.0,1086.0,1535.0,2142.0,3321.0,254.0,564.0,2056.0,1563.0,370.0,1293.0,2548.0,701.0,324.0,72.53,87.14,112.26,86.0,91.0,75.0,4881.28,3573.0,3575.49,582.0,39.33,59.0,59.0,252.27,252.67,246.23
NYR,2024,NYR,NYR,Team Level,5on5,80,0.48,0.49,0.49,237341.0,2006.81,167.67,127.04,509.59,67.1,1079.76,804.84,161.01,169.31,162.48,1790.0,966.0,1047.0,3803.0,173.0,202.0,27.0,379.0,7.0,838.0,1157.0,1617.0,2583.0,248.0,556.0,1843.0,1909.0,322.0,1057.0,2101.0,489.0,166.0,58.21,61.73,47.73,88.0,60.0,25.0,3827.61,2756.0,2776.56,528.0,26.39,40.87,40.88,153.17,154.54,151.81,2099.08,179.62,134.32,526.36,70.0,1119.19,832.49,172.69,180.07,173.17,1910.0,952.0,1096.0,3958.0,170.0,213.0,23.0,346.0,4.0,846.0,1283.0,1740.0,2692.0,229.0,511.0,1620.0,1486.0,326.0,1135.0,2134.0,534.0,194.0,60.2,65.87,53.56,74.0,73.0,23.0,3961.28,2862.0,2864.49,518.0,27.88,43.42,43.7,163.81,164.2,161.77
NYR,2024,NYR,NYR,Team Level,4on5,80,0.14,0.17,0.2,22818.0,86.4,7.6,4.31,13.34,2.75,27.67,59.33,7.5,7.6,7.5,90.0,25.0,11.0,126.0,14.0,5.0,0.0,5.0,0.0,17.0,74.0,76.0,101.0,10.0,20.0,214.0,60.0,28.0,45.0,84.0,22.0,9.0,2.32,2.62,2.65,7.0,5.0,2.0,126.0,115.0,115.0,36.0,1.0,0.84,0.84,7.75,7.75,7.69,343.66,47.42,31.81,73.58,11.21,193.3,101.69,44.13,47.42,44.13,316.0,143.0,138.0,597.0,41.0,50.0,5.0,55.0,1.0,164.0,148.0,275.0,418.0,13.0,26.0,179.0,18.0,13.0,80.0,288.0,104.0,67.0,7.8,13.29,26.33,4.0,12.0,25.0,597.0,459.0,459.0,11.0,8.28,10.56,10.3,45.4,45.4,43.17
NYR,2024,NYR,NYR,Team Level,5on4,80,0.9,0.88,0.87,19398.0,337.33,45.02,29.79,72.95,11.48,204.22,103.55,40.62,45.02,40.62,300.0,167.0,157.0,624.0,35.0,41.0,6.0,71.0,0.0,183.0,137.0,265.0,432.0,10.0,20.0,199.0,21.0,22.0,70.0,329.0,78.0,60.0,9.3,9.54,26.18,6.0,5.0,24.0,624.0,467.0,467.0,9.0,7.79,9.0,8.82,43.99,43.99,41.21,50.77,5.22,2.46,7.09,1.53,15.55,35.14,5.12,5.22,5.12,50.0,17.0,18.0,85.0,7.0,4.0,1.0,1.0,0.0,12.0,43.0,43.0,60.0,5.0,10.0,161.0,39.0,16.0,40.0,47.0,15.0,5.0,1.47,1.9,1.85,4.0,2.0,1.0,85.0,67.0,67.0,37.0,0.56,1.31,1.3,4.48,4.48,4.48
